"","","","/表頭_項目_db","事業所数","合計","衣料品計","紳士服・洋品","婦人・子供服・洋品","その他の衣料品","身の回り品","飲食料品","その他計","家具","家庭用電気機械器具","家庭用品","その他の商品","食堂・喫茶","商品券販売額","営業日数","従業者数","売場面積"
"地域_db","表側_項目_db","時間軸_db","/単位_db","店","百万円","百万円","百万円","百万円","百万円","百万円","百万円","百万円","百万円","百万円","百万円","百万円","百万円","百万円","日","人","千平方m"
"東京都","百貨店","2020年1月","","31","151542","72516","13195","33419","2833","23069","34181","44845","1424","704","3846","35969","2902","1678","30.3","19028","1041"
"東京都","百貨店","2020年2月","","31","119311","45694","8032","20340","1993","15329","34797","38819","1605","930","3183","30888","2212","1462","28.9","18907","1041"
"東京都","百貨店","2020年3月","","31","110331","44883","7427","21838","1980","13638","29743","35705","1699","712","2929","28862","1503","2145","30.4","18669","1041"
"東京都","百貨店","2020年4月","","31","36498","9972","1650","3388","585","4348","13477","13049","1369","747","1583","9227","123","418","21.6","18477","1028"
"東京都","百貨店","2020年5月","","31","41965","11686","1835","4398","599","4854","16588","13690","1255","844","1715","9675","202","704","23.4","18441","1027"
"東京都","百貨店","2020年6月","","31","125001","48819","9193","20907","2224","16495","40069","36113","1420","752","3351","29133","1457","4018","29.9","18509","1026"
"東京都","百貨店","2020年7月","","31","116577","42258","7188","17327","1965","15778","39091","35229","1748","867","3372","27762","1480","3172","31","18390","1026"
"東京都","百貨店","2020年8月","","31","97646","37269","5905","15261","1722","14381","26001","34377","1393","817","3125","27299","1743","1724","30.9","18313","1026"
"東京都","百貨店","2020年9月","","31","109167","42989","7258","18673","1867","15191","27372","38806","1803","1042","3781","30395","1784","1477","30","18303","1021"
"東京都","百貨店","2020年10月","","31","117513","51088","9823","23095","2337","15833","28893","37532","1469","941","3529","29689","1905","1675","31","18211","1021"
"東京都","百貨店","2020年11月","","31","138100","51043","9762","22042","2444","16795","44660","42397","1752","2085","3375","33309","1874","3586","30","18260","1021"
"東京都","百貨店","2020年12月","","31","173043","60132","11092","24093","2687","22260","62732","50179","1835","1078","4490","40809","1967","4399","31","18095","1021"
"東京都","スーパー","2018年","","345","1246362","97925","22105","47472","8771","19577","880396","268041","2373","18428","20601","225248","1392","2773","363.5","38251","1404"
"東京都","スーパー","2019年","","344","1241477","91203","20551","44460","8614","17579","888335","261939","2029","18247","19978","220466","1220","2650","363.7","38199","1391"
"東京都","スーパー","2020年","","389","1409331","74456","16598","35305","7753","14800","1081665","253210","1934","16532","30123","203824","797","2213","363.5","43603","1450"
"東京都","スーパー","2018年度","","345","1250112","96256","21733","46828","8658","19038","886170","267686","2330","18299","20165","225519","1373","2782","363.4","36895","1401"
"東京都","スーパー","2019年度","","389","1265168","88427","19879","43026","8528","16993","914856","261885","1960","18009","21161","219582","1173","2524","364.4","41420","1463"
"東京都","スーパー","2020年1～3月","","389","322814","18098","3868","8958","1736","3536","241929","62787","417","4205","5812","52080","274","602","90","41420","1463"
"東京都","スーパー","2020年4～6月","","388","362550","17118","3909","7908","1854","3447","284017","61415","523","4073","7946","48709","165","449","89.9","41841","1456"
"東京都","スーパー","2020年7～9月","","387","355207","17942","3662","8450","1813","4017","274472","62793","441","3950","8144","50079","179","511","91.9","42213","1451"
"東京都","スーパー","2020年10～12月","","389","368760","21298","5159","9990","2350","3799","281247","66215","554","4304","8221","52956","180","650","91.7","43603","1450"
"東京都","スーパー","2020年1月","","343","99844","7021","1653","3270","680","1418","72019","20804","152","1560","1609","17375","109","209","30.3","37130","1380"
"東京都","スーパー","2020年2月","","343","99780","5431","1111","2764","509","1047","74247","20102","120","1309","1627","16964","83","159","28.9","36550","1380"
"東京都","スーパー","2020年3月","","389","123191","5646","1104","2924","546","1072","95664","21881","146","1336","2576","17741","82","234","30.8","41420","1463"
"東京都","スーパー","2020年4月","","387","118842","3237","654","1521","397","665","96376","19229","136","1241","2455","15343","55","119","29.5","40267","1460"
"東京都","スーパー","2020年5月","","385","124856","5989","1347","2842","689","1111","98124","20742","198","1378","2584","16525","57","124","30.5","41250","1461"
"東京都","スーパー","2020年6月","","388","118852","7892","1908","3545","768","1671","89517","21444","189","1454","2906","16841","53","206","29.9","41841","1456"
"東京都","スーパー","2020年7月","","388","119918","6612","1414","3048","669","1482","92015","21292","161","1410","2785","16877","58","211","30.9","42435","1456"
"東京都","スーパー","2020年8月","","388","122804","6157","1233","2919","621","1384","94802","21845","151","1441","2785","17404","64","140","31","42488","1453"
"東京都","スーパー","2020年9月","","387","112485","5173","1015","2483","523","1152","87655","19657","129","1099","2574","15798","57","160","30","42213","1451"
"東京都","スーパー","2020年10月","","387","114955","7141","1653","3399","753","1337","88053","19761","184","1205","2518","15798","56","154","30.9","42454","1449"
"東京都","スーパー","2020年11月","","388","114052","6902","1682","3277","731","1212","86876","20275","170","1322","2474","16250","58","181","29.9","42456","1447"
"東京都","スーパー","2020年12月","","389","139753","7255","1825","3314","866","1250","106318","26180","200","1777","3229","20908","66","315","30.9","43603","1450"
"神奈川県","合計(百貨店＋スーパー)","2018年","","311","1430169","243048","39654","117617","13137","72640","892973","294148","6468","11280","31591","224774","20035","12215","363.7","38910","1634"
"神奈川県","合計(百貨店＋スーパー)","2019年","","311","1394064","227001","36416","108039","12304","70242","882027","285036","5506","10668","29970","219556","19336","10862","363.7","37793","1573"
"神奈川県","合計(百貨店＋スーパー)","2020年","","363","1475857","164266","25514","74111","9800","54841","1038870","272721","4457","11638","39068","205809","11750","8559","364","44631","1635"
"神奈川県","合計(百貨店＋スーパー)","2018年度","","309","1420960","238614","38978","115291","12708","71636","891046","291300","6139","10936","30966","223372","19887","12048","363.8","37497","1616"
"神奈川県","合計(百貨店＋スーパー)","2019年度","","362","1397482","214024","34143","100720","11792","67369","900651","282808","5349","10711","30670","217774","18304","10454","364.4","42748","1664"
"神奈川県","合計(百貨店＋スーパー)","2020年1～3月","","362","342421","45593","6916","22068","2367","14242","230670","66158","1089","2635","7916","50832","3686","1812","90","42748","1664"
"神奈川県","合計(百貨店＋スーパー)","2020年4～6月","","364","351277","27500","4886","12481","1850","8282","266067","57709","796","2986","9460","43208","1259","1755","90.3","42972","1651"
"神奈川県","合計(百貨店＋スーパー)","2020年7～9月","","363","377460","41143","5572","17668","2461","15442","264792","71525","1189","3013","10731","53273","3320","2002","91.9","43190","1637"
"神奈川県","合計(百貨店＋スーパー)","2020年10～12月","","363","404699","50030","8140","21895","3121","16875","277340","77328","1383","3004","10960","58496","3484","2990","91.8","44631","1635"
"神奈川県","合計(百貨店＋スーパー)","2020年1月","","311","112496","19829","3301","9314","975","6239","70341","22326","377","935","2549","16897","1568","597","30.5","36882","1573"
"神奈川県","合計(百貨店＋スーパー)","2020年2月","","312","104746","12726","1879","6187","618","4041","71263","20757","350","757","2223","16221","1207","529","28.8","36187","1570"
"神奈川県","合計(百貨店＋スーパー)","2020年3月","","362","125178","13038","1735","6566","774","3962","89066","23075","362","943","3145","17714","911","687","30.7","42748","1664"
"神奈川県","合計(百貨店＋スーパー)","2020年4月","","362","106683","4017","698","2002","360","956","86832","15835","223","896","2722","11875","119","202","29.7","41862","1664"
"神奈川県","合計(百貨店＋スーパー)","2020年5月","","362","114684","6862","1370","3186","560","1745","90109","17712","221","1038","2881","13344","228","369","30.6","42525","1657"
"神奈川県","合計(百貨店＋スーパー)","2020年6月","","364","129910","16622","2818","7293","930","5581","89126","24162","351","1052","3857","17990","912","1184","30","42972","1651"
"神奈川県","合計(百貨店＋スーパー)","2020年7月","","364","129212","15063","2176","6435","898","5554","89839","24309","427","1102","3727","17993","1060","991","30.9","43516","1648"
"神奈川県","合計(百貨店＋スーパー)","2020年8月","","364","128217","13302","1774","5594","813","5121","90399","24515","389","1091","3615","18268","1152","512","30.9","43639","1646"
"神奈川県","合計(百貨店＋スーパー)","2020年9月","","363","120032","12778","1622","5639","750","4766","84553","22701","372","820","3389","17012","1107","499","30.1","43190","1637"
"神奈川県","合計(百貨店＋スーパー)","2020年10月","","362","123631","15597","2505","7238","996","4858","85269","22765","410","832","3388","16995","1140","516","30.9","43466","1631"
"神奈川県","合計(百貨店＋スーパー)","2020年11月","","363","123255","15833","2660","7082","981","5110","83609","23813","451","902","3022","18314","1124","1094","30","43537","1634"
"神奈川県","合計(百貨店＋スーパー)","2020年12月","","363","157813","18600","2975","7574","1144","6906","108462","30751","523","1271","4551","23187","1220","1380","30.9","44631","1635"
"神奈川県","百貨店","2018年","","17","462536","168042","21311","79946","7989","58796","157260","137234","4818","1318","12078","99722","19296","9696","364","4712","390"
"神奈川県","百貨店","2019年","","15","439524","156958","19659","72674","7394","57230","150316","132249","4102","460","11522","97524","18642","8505","362.8","4185","352"
"神奈川県","百貨店","2020年","","14","333512","106755","12135","46194","5359","43068","129804","96953","3132","471","8670","73332","11348","6553","362.4","3783","338"
"神奈川県","百貨店","2018年度","","16","454245","164608","20968","77870","7684","58085","154652","134985","4511","1021","11813","98488","19152","9544","363.8","4603","380"
"神奈川県","百貨店","2019年度","","15","421490","146736","18105","66963","6985","54683","147234","127521","3995","498","10953","94424","17650","8187","363.7","3902","346"
"神奈川県","百貨店","2020年1～3月","","15","89078","31084","3754","14410","1416","11503","31352","26642","811","135","2226","19918","3551","1256","90","3902","346"
"神奈川県","百貨店","2020年4～6月","","15","54343","14380","1723","6323","855","5479","26147","13817","459","109","1314","10746","1189","1354","89.8","3909","346"
"神奈川県","百貨店","2020年7～9月","","14","84510","27360","2595","11199","1435","12132","31092","26058","863","108","2259","19606","3222","1551","90.6","3826","338"
"神奈川県","百貨店","2020年10～12月","","14","105581","33932","4063","14262","1653","13953","41213","30436","998","119","2871","23062","3386","2391","92","3783","338"
"神奈川県","百貨店","2020年1月","","15","34761","14226","1919","6549","581","5177","10609","9926","273","38","989","7106","1520","402","30.3","4091","352"
"神奈川県","百貨店","2020年2月","","15","27711","8423","981","3857","352","3233","10652","8636","274","47","628","6526","1162","371","28.8","4035","346"
